key_id, contract_id       , commercial_product_id, commercial_subproduct_id, contract_register_date, account_status_type, account_status_type_desc, blocking_type, blocking_type_desc, account_freeze_type, contract_status_date, contract_status_type, contract_status_type_desc, card_bin_number, card_bin_subtype_type, contract_end_date, participant_type, participation_order_number, card_status_type, card_status_date, last_four_pan_id, origin_flag, customer_id, personal_id    , personal_type, personal_verif_digit_type, customer_name                                                 , personal_type_desc  , off_loaded_porfolio_date, portfolio_buyer_company_id, buyer_name                        , off_loaded_portfolio_flag, written_off_date, written_off_flag, default_days_number, default_date, default_flag, restructured_flag, date_consult_risk_ctral, flag_consult_risk_ctral, product_desc               , audit_date             , default_status_pay, adelanto_nomina_flag
781774, 001307815000077482,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07311556, 000000000388018,             2,                         0, CLAUDIO NORBERTO PALACIOS                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158464, 001301585016846497,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07527285, 000000000389372,             2,                         0, JORGE ALBERTO FLORES                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158480, 001301585016848071,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07527285, 000000000389372,             2,                         0, JORGE ALBERTO FLORES                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
350611, 001303505000761102,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12546566, 000000000185674,             5,                         0, JUAN ANTONIO SALGADO SALGADO                                  , Pasaporte           ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
391009, 001303915001100988,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    02303677, 000000000206865,             2,                         0, JOEL DOGLIONI                                                 , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
627212, 001306275000921216,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12683586, 000000000241793,             2,                         0, ANDREA FABIANA HAEDO                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
187512, 001301875000951231,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    01961926, 000000000250714,             2,                         0, LUIS ANTONIO VEGA PILCO                                       , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
479038, 001304795001403809,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, NY                   , 2025-11-27       ,                 ,                           ,                 ,                 ,                 , TDC        ,    00881979, 000000000252876,             2,                         0, RITA DEL CARMEN DAVILA JIJON                                  , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158021, 001301585016102149,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    14605920, 000000000255565,             1,                         0, JAIRO ENRIQUE TORRES SOLER                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
066381, 001300665000738139,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12202815, 000000000261823,             1,                         0, HECTOR HERNAN BEJARANO BELTRAN                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
323744, 001303235001774470,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08452569, 000000000276506,             2,                         0, EDWIN RAUL DIAZ MALDONADO                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
362158, 001303625001615824,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    00014978, 000000000281744,             1,                         0, ALVARO PENA ALFONSO                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
863669, 001308635000566972,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10398434, 000000000289805,             2,                         0, DONGMEI CHEN                                                  , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158154, 001301585015315445,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    12769909, 000000000308897,             2,                         0, LUIS VELASQUEZ VERA                                           , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
904291, 001309045001729117,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    09787146, 000000000331341,             2,                         0, FRANCISCO ORDAZ URRUTIA                                       , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
393433, 001303935000543350,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    03684709, 000000000334823,             1,                         0, MAURICIO CRUZ ROMERO                                          , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
510011, 001305105000801152,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08736389, 000000000339404,             2,                         0, BERTA PILAR ALVAREZ PEREZ                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
642861, 001306425000686182,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06101972, 000000000346004,             2,                         0, SANTOS GARCIA SANCHEZ                                         , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
047511, 001300475000551148,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          518761, KS                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    00016166, 000000000347806,             1,                         0, ARMANDO DIMATE DIAZ                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
710779, 001317105003077907,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, VD                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06467380, 000000000351343,             1,                         0, JOSE ERNESTO LOPEZ                                            , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
241707, 001302415000470772,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          553643, 61                   , 2025-02-17       ,                 ,                           ,                 ,                 ,                 , TDC        ,    08241415, 000000000355642,             2,                         0, MAURO ANDRES TROSSERO                                         , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
418896, 001304185001089669,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          548115, 72                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10182988, 000000000360542,             2,                         0, ENRIQUE ANDRES MORATA SILVA                                   , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
047781, 001300475000578182,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    06635925, 000000000365826,             2,                         0, CARLOS OMAR ROJAS SANCHEZ                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158372, 001301585017737240,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07221500, 000000000370672,             2,                         0, BENJAMIN CASTRO CUESTA                                        , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
317621, 001303175000862118,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450407, HW                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08678916, 000000000374752,             2,                         0, SANDRA LUZ PARADA PALOMINO                                    , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
334410, 001303345000541067,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07226649, 000000000375166,             2,                         0, RAMON OSCAR QUINTERO                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158799, 001301585017079981,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    10345466, 000000000381408,             2,                         0, GABRIELA ZORE RANOWSKY GONZALEZ                               , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
094099, 001300945002009923,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          450408, IY                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    02250330, 000000000385715,             1,                         0, FLAMINIO HUERFANO PINEROS                                     , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
518927, 001305185000892708,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          404280, N1                   , 2022-11-10       ,                 ,                           ,                 ,                 ,                 , TDC        ,    09284397, 000000000387042,             2,                         0, ANGEL FERNANDEZ MANSILLA                                      , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
619623, 001306195000062383,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    08746837, 000000000387189,             2,                         0, SEBASTIAN ANGEL DECOUD                                        , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
781774, 001307815000077482,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07311556, 000000000388018,             2,                         0, CLAUDIO NORBERTO PALACIOS                                     , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158464, 001301585016846497,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07527285, 000000000389372,             2,                         0, JORGE ALBERTO FLORES                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
158480, 001301585016848071,                      ,                         , 0001-01-01            ,                    ,                         ,              ,                   ,                    ,                     ,                     ,                          ,          492489, IR                   ,                  ,                 ,                           ,                 ,                 ,                 , TDC        ,    07527285, 000000000389372,             2,                         0, JORGE ALBERTO FLORES                                          , Cedula Extranjeria  ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
001723, 001305580100001723,                    01,                     0001, 1958-02-21            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00168585, 000000008222303,             1,                         0, OVIDIO MEDINA                                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
456684, 001305580100456684,                    01,                     0001, 1958-02-21            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00456821, 000000006548760,             1,                         0, PEPITO PEREZ                                                  , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  ,                            , 2026-05-22 21:57:14.523, false             , false
212536, 001306400100212536,                    01,                     0001, 1918-10-31            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01214447, 000000004442917,             1,                         0, HECTOR HELI GIRALDO MONTES                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
105840, 001301340100105840,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00075507, 000000003249034,             1,                         0, CARLOS EDUARDO HUERTAS CASTANEDA                              , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
013105, 001309400200013105,                    02,                     0002, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00111964, 000000005091425,             1,                         0, PEDRO EMILIO SANTANA CONTRERAS                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 020002                     , 2026-05-22 21:57:14.523, false             , false
163003, 001300520100163003,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00173575, 000000008386712,             1,                         0, JESUS ANTONIO LOPERA LOPERA                                   , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
098623, 001301340100098623,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01837593, 000000010099396,             1,                         0, SILVIO RAMIREZ CARDENAS                                       , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
069772, 001301340100069772,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01837581, 000000017132404,             1,                         0, LUIS RODRIGUEZ OSORIO                                         , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
106160, 001301340100106160,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , N                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00340450, 000000019192702,             1,                         0, PEDRO JESUS SANDOVAL ORTIZ                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
039395, 001300920100039395,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00535465, 000000032667108,             1,                         0, CARMEN CECILIA DIAZ GRANADOS TORRES                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
105097, 001301340100105097,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01837601, 000000071240001,             1,                         0, JOEL ZULUAGA BOTERO                                           , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
066541, 001309400100066541,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00779290, 000000077030466,             1,                         0, JAIME BERKELEY GAMEZ                                          , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
162829, 001301970100162829,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , N                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00857192, 000000091258524,             1,                         0, JUAN PABLO CABANZO LOPEZ                                      , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
270747, 001301970100270747,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00859704, 000000091340158,             1,                         0, RAIMUNDO DUARTE DIAZ                                          , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
057429, 001300520100057429,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00886493, 000000800021137,             3,                         2, AGRICOLA SARA PALMA S A                                       , Nit Persona Juridica,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
104165, 001301340100104165,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , N                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00925960, 000000800231346,             3,                         6, SISTEMATICA RODRIGUE Z ARIAS Y CI  S EN C .                   , Nit Persona Juridica,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
032935, 001309380100032935,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00995431, 000000892399999,             3,                         1, DEPARTAMENTO DEL CES AR                                       , Nit Persona Juridica,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
142320, 001309380100142320,                    01,                     0001, 1956-01-01            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , S                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00995431, 000000892399999,             3,                         1, DEPARTAMENTO DEL CES AR                                       , Nit Persona Juridica,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
025272, 001309250200025272,                    02,                     0002, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01840562, 000007979163797,             1,                         0, CEDULA SIN NOMBRE                                             , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 020002                     , 2026-05-22 21:57:14.523, false             , false
149994, 001308390100149994,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , T                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01837920, 002222222222200,             1,                         0, CLIENTES CONTROL CUENTAS                                      , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
666665, 001300870100666665,                    01,                     0001, 1956-01-01            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    01837641, 006666666666600,             1,                         0, EMBARGADAS CUENTAS                                            , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
005578, 001301260100005578,                    01,                     0001, 1956-03-10            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , N                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00064002, 000000002867164,             1,                         0, LUIS EDUARDO FLOREZ HERNANDEZ                                 , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
023361, 001307240100023361,                    01,                     0001, 1956-04-27            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00679422, 000000051611295,             1,                         0, GLORIA INES BARBOSA DE MORALES                                , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
141959, 001309380100141959,                    01,                     0001, 1956-06-22            , C                  , CANCELADA               , 0            , SIN BLOQUEO       , N                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00956680, 000000860025610,             3,                         1, FONDO DE EMPLEADOS D E INSTITUCIONES COLO MBIANAS AGROPECUARIA, Nit Persona Juridica,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
000022, 001305580100000022,                    01,                     0001, 1958-02-21            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , M                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00152671, 000000007133014,             1,                         0, ISMAEL GUZMAN BEJARANO                                        , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
185685, 001301260100185685,                    01,                     0001, 1958-10-13            , A                  , ACTIVA                  , 0            , SIN BLOQUEO       , T                  ,                     ,                     ,                          ,                ,                      ,                  ,                 ,                           ,                 ,                 ,                 , PASIVE     ,    00371942, 000000020199048,             1,                         0, HILDA LINARES DE HERNANDEZ                                    , Cedula Ciudadania   ,                         ,                           ,                                   , false                    ,                 , false           ,                    ,             , false       , false            ,                        , false                  , 010001                     , 2026-05-22 21:57:14.523, false             , false
